Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,SYN Flag Count,ACK Flag Count,FIN Flag Count,PSH Flag Count,RST Flag Count,URG Flag Count,Down/Up Ratio,Average Packet Size,Init_Win_bytes_forward,Init_Win_bytes_backward,Source IP,Destination IP,Label
80,6,2017-07-05 13:17:05.871520,2874,674,3,46073,0,68.36,28.34,0.0,0.0,16030369.03,235551.82,4.25,4.93,0,108,68.05,39.3,559,9,0,1,4,1,0,68.05,-1,235,192.168.3.83,10.0.0.115,DDoS
53,17,2017-07-05 18:29:36.856316,3685640,26,8,0,4888,0.0,0.0,610.97,173.67,1326.16,9.22,108401.18,94184.69,0,651,143.76,328.75,1,5,1,0,0,0,0,143.76,-1,65535,192.168.1.153,10.0.4.151,BENIGN
443,17,2017-07-05 16:18:52.047433,6299,437,0,33987,0,77.77,30.18,0.05,0.01,5395663.51,69375.65,14.41,19.65,0,118,77.77,46.07,300,6,0,0,2,1,0,77.77,29200,26883,192.168.6.243,10.0.3.230,DDoS
8080,17,2017-07-05 09:34:11.361940,2331526,134,16,31813,3152,237.41,47.32,196.97,91.85,14996.51,64.34,15543.51,13161.72,197,277,233.1,34.2,5,21,1,69,1,1,0,233.1,8192,229,192.168.19.59,10.0.3.149,DoS
443,6,2017-07-05 20:54:07.625551,2177412,27,30,8450,34643,312.95,82.24,1154.76,361.37,19790.65,26.18,38200.23,35326.72,313,1195,756.01,438.01,2,3,1,9,0,1,1,756.01,8192,235,192.168.3.252,10.0.3.161,BENIGN
443,6,2017-07-05 17:22:35.934530,5256393,22,45,4030,43593,183.16,22.17,968.73,461.86,9059.9,12.75,78453.63,88503.38,183,1009,710.78,393.57,1,7,2,8,0,0,2,710.78,8192,26883,192.168.13.217,10.0.4.102,BENIGN
443,17,2017-07-05 12:39:17.237525,719420,10,4,11229,801,1122.94,471.53,200.32,57.38,16722.73,19.46,51387.2,25326.3,200,1163,859.33,480.48,0,10,3,6,0,0,0,859.33,8192,65535,192.168.14.206,10.0.4.109,WebAttack
443,17,2017-07-05 09:49:39.706889,3021213,1,4,225,5235,224.53,46.0,1308.78,499.78,1807.1,1.65,604242.8,806127.86,225,1349,1091.93,559.83,2,15,2,8,0,1,4,1091.93,512,235,192.168.1.232,10.0.0.110,BENIGN
443,6,2017-07-05 14:06:48.110827,1976375,92,0,29530,0,320.98,120.12,127.52,20.88,14941.68,46.55,21482.34,23411.95,128,361,320.98,100.41,3,67,0,52,2,1,0,320.98,29200,-1,192.168.7.235,10.0.2.133,DoS
443,6,2017-07-06 05:05:28.344042,613226,15,27,4330,12774,288.64,56.38,473.09,80.48,27890.46,68.49,14600.64,4354.9,289,513,407.22,104.28,0,10,1,0,0,0,2,407.22,-1,26883,192.168.19.186,10.0.1.53,BENIGN
3306,6,2017-07-05 22:32:35.776341,4596312,24,32,10038,0,418.26,170.18,0.0,0.0,2183.98,12.18,82077.0,70913.69,0,458,179.25,217.79,1,23,2,4,0,0,1,179.25,65535,-1,192.168.4.238,10.0.4.251,BENIGN
443,6,2017-07-05 22:21:18.986392,2699634,46,10,3143,18348,68.33,14.55,1834.83,848.86,7960.82,20.74,48207.75,42250.05,68,1875,383.77,891.18,0,11,0,4,1,0,0,383.77,512,-1,192.168.9.108,10.0.1.197,BENIGN
80,6,2017-07-05 14:57:27.011011,1034,541,1,25030,1,46.27,21.71,0.78,0.33,24203669.74,524098.27,1.91,0.83,1,86,46.18,43.95,316,4,0,0,3,1,0,46.18,512,229,192.168.6.233,10.0.0.84,DDoS
21,6,2017-07-05 22:34:42.442393,352692,13,7,1462,608,112.45,38.23,86.91,26.88,5869.82,56.71,17634.63,13242.88,87,152,103.51,32.39,0,0,3,8,2,0,1,103.51,29200,26883,192.168.8.20,10.0.4.195,BruteForce
443,6,2017-07-05 12:50:10.269785,1045637,110,3,21247,228,193.16,37.0,76.13,9.29,20538.41,108.07,9253.43,6020.28,76,233,190.05,75.89,2,103,0,33,2,0,0,190.05,-1,26883,192.168.3.58,10.0.1.139,DoS
443,17,2017-07-06 06:21:46.707133,7503874,9,17,2903,3504,322.51,131.6,206.15,86.49,853.83,3.46,288610.57,237168.07,206,363,246.42,67.58,2,5,1,4,0,1,2,246.42,512,229,192.168.14.236,10.0.3.197,BENIGN
443,6,2017-07-05 15:39:26.788853,1010785,81,10,15409,1289,190.24,46.14,128.94,36.63,16520.43,90.03,11107.54,5304.79,129,230,183.5,34.43,3,35,1,83,0,1,0,183.5,512,65535,192.168.11.78,10.0.1.203,DoS
8080,6,2017-07-05 14:25:21.541826,1,29,42,8077,40582,278.51,62.83,966.24,186.15,48659119368.93,71000000.0,0.01,0.01,279,1006,685.34,357.96,0,18,2,2,0,1,1,685.34,8192,235,192.168.1.130,10.0.1.22,BENIGN
443,6,2017-07-06 05:45:59.059182,3042,571,0,41394,0,72.49,13.59,0.6,0.1,13607416.21,187703.09,5.33,1.42,1,112,72.49,51.97,715,3,0,0,2,1,0,72.49,29200,26883,192.168.16.164,10.0.2.2,DDoS
443,6,2017-07-05 22:51:46.142191,775918,35,10,10502,2571,300.04,48.58,257.06,55.12,16847.35,58.0,17242.64,23646.94,257,340,290.49,29.39,2,7,2,7,1,0,0,290.49,8192,65535,192.168.9.203,10.0.4.223,BENIGN
22,17,2017-07-05 14:03:34.709310,9257942,32,0,0,0,0.0,0.0,0.0,0.0,0.0,3.46,289310.71,313770.17,0,40,0.0,1.02,0,7,2,8,2,0,0,0.0,29200,26883,192.168.13.60,10.0.1.64,BENIGN
443,6,2017-07-05 16:53:21.203986,4769376,31,9,6266,8993,202.13,33.88,999.19,228.42,3199.3,8.39,119234.42,78102.22,202,1039,381.47,413.15,5,20,2,3,0,1,0,381.47,29200,-1,192.168.5.126,10.0.0.28,BENIGN
80,6,2017-07-05 17:33:41.436068,3100,910,3,55249,2,60.71,23.04,0.73,0.29,17821120.23,294487.59,3.4,2.9,1,101,60.52,37.43,174,8,0,0,1,1,0,60.52,-1,26883,192.168.7.66,10.0.2.64,DDoS
993,6,2017-07-05 08:19:56.753124,445168,29,23,6400,16267,220.69,65.53,707.25,286.71,50917.3,116.81,8560.94,3077.97,221,747,435.9,254.49,1,23,1,3,0,0,1,435.9,512,235,192.168.11.234,10.0.2.61,BENIGN
443,6,2017-07-06 01:53:30.926215,1782105,1,11,230,2900,229.51,109.98,263.68,85.91,1756.32,6.73,148508.83,133364.02,230,304,260.83,31.91,3,89,1,10,1,0,11,260.83,65535,65535,192.168.6.83,10.0.0.102,DoS
443,6,2017-07-05 22:57:12.833981,260349,33,13,6101,1129,184.89,61.3,86.87,32.09,27772.86,176.69,5659.77,6406.62,87,225,157.19,54.69,7,108,0,52,0,0,0,157.19,512,26883,192.168.15.149,10.0.3.151,DoS
8080,6,2017-07-05 17:06:04.501360,1473215,112,5,25184,504,224.85,25.08,100.82,26.95,17436.53,79.42,12591.58,16298.05,101,265,219.55,67.59,4,64,0,42,2,0,0,219.55,-1,235,192.168.13.12,10.0.2.84,DoS
443,6,2017-07-05 20:49:26.156893,1,249,0,17623,0,70.77,21.27,0.0,0.0,17622537690.31,249000000.0,0.0,0.0,0,111,70.77,43.07,133,3,1,1,4,1,0,70.77,1024,-1,192.168.2.50,10.0.0.47,DDoS
25,6,2017-07-05 20:33:21.303612,5292157,24,29,4125,19425,171.87,20.91,669.81,96.24,4449.87,10.01,99852.03,140088.37,172,710,444.33,253.89,2,9,1,7,1,1,1,444.33,8192,65535,192.168.4.104,10.0.4.207,BENIGN
53,6,2017-07-05 14:49:41.083217,1,1,0,0,0,0.0,0.0,0.1,0.03,0.0,1000000.0,1.0,1.2,0,40,0.0,21.65,3,0,0,0,1,0,0,0.0,65535,235,192.168.16.196,10.0.3.39,PortScan
53,6,2017-07-05 19:33:44.109698,6546599,21,7,4631,3600,220.51,36.6,514.34,205.71,1257.31,4.28,233807.13,210605.0,221,554,293.97,153.36,1,0,1,4,0,0,0,293.97,1024,26883,192.168.6.84,10.0.4.35,BENIGN
993,6,2017-07-05 20:25:20.236039,2764971,15,31,7026,11873,468.38,122.34,383.01,130.76,6835.16,16.64,60108.08,17494.25,383,508,410.85,45.17,1,23,0,7,0,1,2,410.85,512,-1,192.168.10.28,10.0.0.86,BENIGN
443,6,2017-07-05 19:45:24.109319,5196938,24,17,919,9251,38.28,19.06,544.18,111.22,1956.9,7.89,126754.61,46477.07,38,584,248.05,267.74,2,18,1,9,0,0,1,248.05,-1,65535,192.168.16.134,10.0.0.193,BENIGN
22,17,2017-07-05 11:50:48.224231,12428706,1,19,142,8875,142.47,63.32,467.13,145.36,725.57,1.61,621435.35,273656.06,142,507,450.9,163.83,0,11,2,0,0,1,19,450.9,65535,-1,192.168.16.90,10.0.3.181,BENIGN
6667,6,2017-07-05 09:08:20.437654,24250664,5,2,378,0,75.69,23.25,0.0,0.0,15.61,0.29,3464380.59,4555957.5,0,116,54.07,52.88,2,5,2,2,0,0,0,54.07,-1,-1,192.168.15.52,10.0.3.237,Botnet
53,6,2017-07-06 02:08:24.507283,1,36,0,9179,0,254.98,54.88,81.5,10.84,9179457684.98,36000000.0,0.03,0.03,81,295,254.98,102.77,1,16,1,9,0,1,0,254.98,29200,235,192.168.2.66,10.0.4.104,BENIGN
443,6,2017-07-06 03:27:31.262125,1,1,16,81,7241,80.51,21.55,452.55,75.14,7321386274.81,17000000.0,0.06,0.05,81,493,430.67,196.53,0,14,3,7,0,0,16,430.67,1024,235,192.168.16.30,10.0.3.72,BENIGN
8080,6,2017-07-05 19:42:22.021964,6139207,30,39,5061,49029,168.69,41.88,1257.15,343.56,8810.48,11.24,88974.03,101738.95,169,1297,783.9,567.64,1,20,2,0,1,1,1,783.9,65535,-1,192.168.7.230,10.0.2.32,BENIGN
3389,6,2017-07-06 06:28:26.852383,461632,12,9,1926,1321,160.49,66.16,146.77,24.84,7033.42,45.49,21982.52,13214.87,147,200,154.61,29.74,0,12,2,14,1,1,1,154.61,512,235,192.168.11.149,10.0.0.91,BruteForce
8080,17,2017-07-05 11:52:56.496013,2195500,53,10,13333,1247,251.57,109.49,124.65,51.22,6640.77,28.7,34849.22,15590.98,125,292,231.43,68.56,4,72,0,19,2,1,0,231.43,512,26883,192.168.1.23,10.0.0.131,DoS
80,6,2017-07-06 07:49:57.786480,57240,13,8,1334,1601,102.6,41.72,200.17,27.32,51279.09,366.87,2725.74,3700.33,103,240,139.77,50.48,2,12,3,10,1,1,1,139.77,1024,235,192.168.4.69,10.0.3.40,BruteForce
22,6,2017-07-06 05:56:06.581783,3967592,16,20,2299,25069,143.67,63.15,1253.45,190.17,6897.84,9.07,110210.91,45255.59,144,1293,760.22,556.12,1,0,2,6,0,1,1,760.22,1024,229,192.168.18.253,10.0.0.58,BENIGN
80,6,2017-07-05 18:34:09.671000,380074,29,0,5392,0,185.92,82.33,15.76,7.3,14185.7,76.3,13106.02,11298.09,16,226,185.92,100.01,1,11,1,7,1,1,0,185.92,65535,-1,192.168.10.10,10.0.0.232,BruteForce
22,6,2017-07-06 01:16:56.099131,260159,10,12,944,1582,94.36,33.72,131.85,50.93,9708.67,84.56,11825.41,6425.13,94,172,114.81,28.48,1,8,4,14,2,1,1,114.81,1024,65535,192.168.8.175,10.0.2.126,BruteForce
53,17,2017-07-05 22:48:00.848169,418,1,0,1,0,1.39,0.46,0.0,0.0,3310.86,2389.53,418.49,173.4,0,41,1.39,24.86,1,1,0,1,0,1,0,1.39,8192,-1,192.168.16.18,10.0.4.197,PortScan
443,6,2017-07-06 02:26:33.999863,4254349,9,17,0,13037,0.0,0.0,766.85,96.38,3064.28,6.11,163628.84,60008.41,0,807,501.4,391.33,0,24,1,4,0,0,2,501.4,1024,26883,192.168.12.100,10.0.2.45,BENIGN
3306,6,2017-07-06 04:16:43.909606,3801964,15,10,12,2589,0.8,0.32,258.9,127.49,684.11,6.58,152078.58,221890.68,1,299,104.04,148.77,2,6,3,0,0,1,1,104.04,65535,65535,192.168.10.195,10.0.4.42,BENIGN
80,17,2017-07-06 06:28:45.953230,1431147,85,15,25161,1551,296.01,104.71,103.38,40.37,18664.41,69.87,14311.47,21358.42,103,336,267.12,117.01,0,107,0,76,0,0,0,267.12,512,229,192.168.4.13,10.0.3.97,DoS
80,6,2017-07-06 02:55:03.954301,3182415,23,0,7312,0,317.89,83.62,88.94,18.7,2297.47,7.23,138365.89,60717.51,89,358,317.89,130.28,5,36,0,69,1,0,0,317.89,512,65535,192.168.10.200,10.0.1.147,DoS
53,6,2017-07-05 19:33:36.718626,1791205,31,8,8506,3577,274.39,123.95,447.08,181.43,6745.53,21.77,45928.34,46376.0,274,487,309.81,110.35,0,26,2,7,0,0,0,309.81,-1,65535,192.168.18.202,10.0.1.251,BENIGN
53,6,2017-07-05 14:47:41.965547,4133974,1,22,0,12565,0.0,0.0,571.15,182.99,3039.5,5.56,179738.04,51671.53,0,611,546.31,306.16,2,14,1,11,0,1,22,546.31,-1,-1,192.168.16.187,10.0.2.206,BENIGN
22,6,2017-07-05 22:11:43.906433,451,2,2,3,0,1.33,0.34,0.0,0.0,5885.74,8859.88,112.87,53.23,0,41,0.66,9.61,2,0,0,1,0,1,1,0.66,65535,229,192.168.4.32,10.0.3.139,PortScan
25,17,2017-07-05 22:01:15.339599,9742976,17,20,2244,9219,132.01,49.5,460.96,195.52,1176.59,3.8,263323.68,220509.86,132,501,309.82,181.82,0,6,1,11,0,1,1,309.82,65535,235,192.168.3.101,10.0.4.98,BENIGN
53,17,2017-07-05 11:09:11.724849,1,11,26,2330,28096,211.82,96.75,1080.6,146.92,30425569376.78,37000000.0,0.03,0.01,212,1121,822.31,450.12,1,21,0,8,1,0,2,822.31,65535,229,192.168.11.68,10.0.0.67,BENIGN
443,6,2017-07-06 07:06:26.919143,7949044,41,8,10782,7116,262.97,72.29,889.49,335.02,2251.53,6.16,162225.4,167175.98,263,929,365.26,327.44,2,16,0,6,0,1,0,365.26,-1,26883,192.168.5.200,10.0.3.51,BENIGN
23,6,2017-07-05 17:11:22.959234,178,3,0,0,0,0.0,0.0,0.0,0.0,0.0,16803.91,59.51,50.35,0,40,0.0,6.66,3,0,0,0,1,1,0,0.0,1024,-1,192.168.10.170,10.0.2.126,PortScan
8080,17,2017-07-06 07:50:36.621093,1,204,4,13158,0,64.5,7.63,0.0,0.0,13157719549.84,208000000.0,0.0,0.0,0,104,63.26,40.03,503,9,0,2,1,1,0,63.26,-1,229,192.168.17.28,10.0.2.103,DDoS
443,6,2017-07-06 04:54:50.372184,2012051,31,2,8424,76,271.73,108.65,37.81,15.51,4224.17,16.4,60971.25,13347.09,38,312,257.55,125.52,2,6,2,3,0,0,0,257.55,8192,235,192.168.3.9,10.0.4.80,BENIGN
22,17,2017-07-05 20:42:32.626111,23,2,0,0,0,0.0,0.0,0.06,0.02,0.0,85236.48,11.73,6.37,0,40,0.0,10.36,2,0,0,0,1,1,0,0.0,-1,65535,192.168.1.190,10.0.3.36,PortScan
80,6,2017-07-05 09:58:29.040927,5588240,17,31,2482,7381,146.01,46.27,238.09,96.49,1764.94,8.59,116421.67,85514.5,146,278,205.48,64.62,1,0,1,6,2,1,2,205.48,512,26883,192.168.3.223,10.0.3.198,BENIGN
443,6,2017-07-05 21:50:49.181801,155888,12,4,6264,4878,521.98,147.29,1219.47,339.91,71471.86,102.64,9743.03,13110.85,522,1259,696.35,361.63,0,10,1,6,2,1,0,696.35,1024,229,192.168.13.99,10.0.2.97,WebAttack
8080,6,2017-07-05 21:57:24.961664,1588433,86,15,20421,2925,237.45,45.39,194.99,71.01,14697.15,63.58,15727.06,12707.28,195,277,231.14,44.06,4,104,0,38,0,1,0,231.14,512,235,192.168.8.146,10.0.3.30,DoS
3306,17,2017-07-06 00:13:30.221145,2823239,11,12,1603,17966,145.72,65.59,1497.18,537.48,6931.41,8.15,122749.53,57023.68,146,1537,850.83,679.23,1,2,1,7,2,0,1,850.83,8192,26883,192.168.13.119,10.0.0.146,BENIGN
8080,17,2017-07-05 13:57:04.295677,1282,463,0,21315,0,46.04,18.19,0.48,0.13,16622396.52,361070.8,2.77,1.76,0,86,46.04,41.03,273,3,1,0,2,1,0,46.04,1024,229,192.168.19.117,10.0.4.241,DDoS
80,6,2017-07-06 04:07:23.684730,810,38,1,2130,0,56.07,5.62,0.0,0.0,2628405.74,48115.0,20.78,7.86,0,96,54.63,33.48,634,3,0,0,1,0,0,54.63,512,26883,192.168.7.101,10.0.1.198,DDoS
3306,6,2017-07-06 05:03:01.029670,1,3,0,2,0,0.59,0.16,1.38,0.41,1771808.09,3000000.0,0.33,0.16,1,41,0.59,24.57,1,1,0,1,1,0,0,0.59,1024,65535,192.168.8.61,10.0.0.39,PortScan
5900,6,2017-07-05 23:16:18.053331,101,3,0,0,0,0.0,0.0,0.0,0.0,0.0,29591.19,33.79,28.25,0,40,0.0,0.02,2,0,0,0,0,1,0,0.0,8192,26883,192.168.5.75,10.0.4.158,PortScan
3389,6,2017-07-06 03:36:02.499226,318,2,0,0,0,0.0,0.0,0.0,0.0,0.0,6287.69,159.04,124.55,0,40,0.0,1.82,2,0,1,1,0,1,0,0.0,8192,-1,192.168.1.33,10.0.3.236,PortScan
3389,6,2017-07-06 01:18:21.459628,189593,16,10,1859,1368,116.21,49.52,136.82,45.94,17023.93,137.14,7292.05,4544.58,116,177,124.14,13.28,2,13,0,12,1,1,1,124.14,-1,65535,192.168.14.233,10.0.1.137,BruteForce
993,6,2017-07-05 13:28:20.431429,3633748,24,23,5226,4589,217.76,56.54,199.54,32.43,2701.25,12.93,77313.79,104900.45,200,258,208.84,12.05,0,9,2,0,0,1,1,208.84,8192,-1,192.168.14.134,10.0.3.46,BENIGN
993,6,2017-07-05 22:19:44.593912,7813215,17,9,1195,821,70.32,20.16,91.19,34.44,258.05,3.33,300508.29,204567.74,70,131,77.55,11.83,3,14,0,6,0,1,1,77.55,-1,229,192.168.7.83,10.0.0.136,BENIGN
53,6,2017-07-06 06:29:28.598936,3215384,28,25,2947,31297,105.26,14.64,1251.87,215.11,10650.08,16.48,60667.63,83349.56,105,1292,646.11,583.92,1,10,1,0,1,0,1,646.11,-1,235,192.168.19.124,10.0.1.111,BENIGN
21,6,2017-07-05 10:31:31.445221,198834,10,14,639,1243,63.89,7.87,88.77,38.55,9463.26,120.7,8284.77,4309.23,64,129,78.4,15.79,3,5,3,14,3,0,1,78.4,29200,-1,192.168.3.102,10.0.4.35,BruteForce
443,6,2017-07-05 17:15:02.850752,494794,15,15,2538,778,169.2,59.38,51.9,17.02,6702.79,60.63,16493.14,9835.83,52,209,110.55,72.21,4,32,0,70,0,0,1,110.55,1024,235,192.168.4.104,10.0.1.130,DoS
443,6,2017-07-05 15:01:05.592392,1538,508,1,23233,0,45.73,6.15,0.0,0.0,15103292.57,330888.32,3.02,1.82,0,86,45.64,32.92,616,1,0,0,2,0,0,45.64,-1,65535,192.168.17.94,10.0.2.42,DDoS
80,6,2017-07-05 18:37:20.297774,585420,168,9,37769,642,224.81,54.11,71.39,13.76,65612.8,302.35,3307.46,2740.33,71,265,217.01,97.57,5,70,0,57,1,1,0,217.01,65535,235,192.168.8.91,10.0.3.44,DoS
80,6,2017-07-05 23:09:39.575451,1207072,183,6,39517,622,215.94,45.36,103.73,31.28,33253.76,156.58,6386.63,1614.1,104,256,212.38,66.94,1,58,2,0,0,1,0,212.38,65535,229,192.168.7.215,10.0.2.3,DoS
53,17,2017-07-05 21:06:29.925368,3848328,26,31,4813,36035,185.13,28.68,1162.42,360.08,10614.6,14.81,67514.54,81392.9,185,1202,716.64,494.92,1,29,1,4,1,1,1,716.64,512,235,192.168.17.245,10.0.0.35,BENIGN
8080,6,2017-07-06 03:02:58.799507,1978427,91,5,26627,1067,292.6,81.11,213.35,58.64,13997.84,48.52,20608.62,16859.13,213,333,288.48,43.52,1,110,0,60,0,0,0,288.48,8192,65535,192.168.12.164,10.0.4.20,DoS
8080,6,2017-07-05 19:08:43.476649,239,609,6,37996,0,62.39,17.67,0.0,0.0,158320341.49,2562570.31,0.39,0.37,0,102,61.78,49.76,657,4,0,0,0,1,0,61.78,29200,65535,192.168.13.162,10.0.2.243,DDoS
443,6,2017-07-06 03:41:13.757276,5402649,36,2,9990,864,277.49,106.07,431.9,90.59,2008.91,7.03,142174.98,105811.49,277,472,285.62,101.0,1,10,2,10,1,1,0,285.62,512,229,192.168.9.231,10.0.1.215,BENIGN
53,6,2017-07-05 09:49:34.190584,1316961,17,17,2692,13633,158.38,72.16,801.96,333.27,12396.51,25.82,38734.17,20857.46,158,842,480.17,344.76,3,8,0,3,2,0,1,480.17,-1,-1,192.168.19.27,10.0.4.79,BENIGN
25,6,2017-07-05 12:00:10.869385,2075371,14,15,226,1208,16.15,6.01,80.52,34.04,690.86,13.97,71564.55,72439.19,16,121,49.44,49.95,0,24,1,5,0,1,1,49.44,29200,235,192.168.11.129,10.0.2.41,BENIGN
4444,17,2017-07-05 14:33:21.872220,47225673,28,101,5333,106424,190.47,65.52,1053.7,207.78,2366.45,2.73,366090.49,136031.62,190,1094,866.33,432.74,2,200,0,12,0,1,4,866.33,1024,-1,192.168.1.116,10.0.4.124,Infiltration
443,6,2017-07-06 02:43:01.266039,4354,185,2,10372,3,56.07,16.13,1.72,0.66,2382624.48,42941.27,23.29,25.38,2,96,55.49,49.64,322,0,0,1,3,0,0,55.49,512,235,192.168.1.144,10.0.4.123,DDoS
80,6,2017-07-05 23:11:27.195056,4639,532,2,29889,0,56.18,6.36,0.0,0.0,6442778.26,115108.45,8.69,7.27,0,96,55.97,45.85,574,6,0,0,0,1,0,55.97,512,229,192.168.19.133,10.0.0.86,DDoS
22,6,2017-07-05 19:13:25.258936,1798153,28,2,5818,1865,207.77,74.71,932.27,312.09,4272.21,16.68,59938.45,56250.29,208,972,256.07,385.35,1,0,1,4,0,1,0,256.07,1024,235,192.168.5.131,10.0.1.40,BENIGN
80,6,2017-07-05 11:11:35.183432,1161313,7,6,7462,11374,1066.01,379.45,1895.68,675.45,16219.71,11.19,89331.79,90495.39,1066,1936,1448.94,421.75,1,1,0,5,0,0,1,1448.94,8192,235,192.168.1.72,10.0.2.226,WebAttack
25,6,2017-07-05 17:08:39.563446,5070137,35,7,14810,3888,423.13,151.67,555.47,120.05,3687.84,8.28,120717.57,148413.25,423,595,445.19,76.02,1,16,0,3,1,0,0,445.19,512,229,192.168.6.102,10.0.3.181,BENIGN
443,17,2017-07-05 18:28:12.730927,4741307,12,12,3358,10273,279.85,136.57,856.09,248.34,2874.99,5.06,197554.49,202602.29,280,896,567.97,298.56,0,14,0,1,0,0,1,567.97,-1,235,192.168.18.4,10.0.2.248,BENIGN
443,6,2017-07-05 09:25:30.206220,4958200,21,10,8332,0,396.77,142.76,0.0,0.0,1680.5,6.25,159941.96,160433.14,0,437,268.78,209.79,0,16,1,1,1,1,0,268.78,65535,229,192.168.2.136,10.0.0.181,BENIGN
8080,17,2017-07-05 15:06:11.077091,5455367,16,3,2945,3433,184.07,74.03,1144.3,190.51,1169.11,3.48,287124.61,302946.66,184,1184,335.68,486.05,3,12,1,4,1,1,0,335.68,1024,65535,192.168.15.144,10.0.0.27,BENIGN
993,17,2017-07-06 07:01:35.067149,3354718,20,24,969,26919,48.44,10.55,1121.64,335.87,8313.08,13.12,76243.61,26079.2,48,1162,633.82,561.4,1,26,1,5,1,0,1,633.82,512,-1,192.168.12.26,10.0.2.135,BENIGN
80,6,2017-07-05 08:41:29.168810,3298,476,1,28463,0,59.8,22.64,0.28,0.08,8628859.15,144606.6,6.92,3.4,0,100,59.67,54.03,274,3,0,0,6,0,0,59.67,1024,65535,192.168.13.135,10.0.1.137,DDoS
80,6,2017-07-05 14:16:44.182391,227852,4,0,59,0,14.86,4.23,895.01,283.38,260.94,17.56,56963.14,25610.59,15,935,14.86,453.18,0,2,3,3,0,0,0,14.86,65535,235,192.168.4.57,10.0.1.94,BENIGN
443,6,2017-07-05 14:47:41.343690,3787853,6,6,846,4314,140.93,22.57,718.98,183.88,1362.1,3.17,315654.44,412917.2,141,759,429.95,304.73,0,4,1,9,0,1,1,429.95,1024,65535,192.168.6.13,10.0.4.43,BENIGN
80,6,2017-07-05 19:02:37.498616,793,339,4,23261,0,68.62,8.97,0.0,0.0,29312750.71,432229.05,2.31,1.99,0,109,67.82,39.64,399,5,1,0,5,1,0,67.82,-1,65535,192.168.5.39,10.0.4.107,DDoS
443,6,2017-07-05 16:49:35.898473,4346,269,3,16402,5,60.97,18.26,1.82,0.35,3774881.69,62579.66,15.98,23.82,2,101,60.32,42.86,404,4,0,1,3,1,0,60.32,1024,235,192.168.5.196,10.0.0.196,DDoS
8080,17,2017-07-06 03:35:26.179705,1,1,0,0,0,0.0,0.0,0.07,0.02,0.0,1000000.0,1.0,1.21,0,40,0.0,1.42,2,0,0,0,2,0,0,0.0,29200,235,192.168.2.188,10.0.0.249,PortScan
53,6,2017-07-05 14:55:10.583576,294,3,0,4,0,1.35,0.54,1.33,0.62,13764.01,10180.37,98.23,28.54,1,41,1.35,23.05,1,2,0,0,1,1,0,1.35,1024,235,192.168.15.136,10.0.0.59,PortScan
53,6,2017-07-05 08:39:42.953610,5747965,5,12,631,3956,126.19,55.88,329.66,158.63,798.0,2.96,338115.63,504758.71,126,370,269.82,109.05,2,11,1,1,0,1,2,269.82,512,235,192.168.17.135,10.0.3.232,BENIGN
80,6,2017-07-06 00:51:10.962846,1140773,10,16,669,13486,66.89,33.02,842.85,402.98,12407.81,22.79,43875.92,18507.62,67,883,544.4,397.05,0,14,1,14,0,0,2,544.4,29200,235,192.168.17.206,10.0.1.56,BENIGN
443,6,2017-07-05 08:12:13.752817,31901,21,3,8013,1719,381.59,145.17,572.87,170.18,305067.01,752.32,1329.22,776.0,382,613,405.5,97.34,1,29,2,13,1,0,0,405.5,29200,26883,192.168.4.128,10.0.0.74,BENIGN
53,6,2017-07-06 05:09:20.242723,2685638,6,13,1464,7425,244.07,41.9,571.19,123.25,3310.15,7.07,141349.4,60140.55,244,611,467.89,179.28,2,11,3,9,0,0,2,467.89,1024,-1,192.168.10.30,10.0.1.111,BENIGN
53,6,2017-07-05 10:34:12.116035,5096091,6,19,1669,20735,278.21,50.66,1091.29,336.62,4396.27,4.91,203843.65,211418.24,278,1131,896.15,417.26,0,22,1,0,0,0,3,896.15,512,26883,192.168.17.157,10.0.2.176,BENIGN
80,6,2017-07-05 13:11:31.324854,3945,665,0,41157,0,61.89,18.41,0.13,0.06,10430907.01,168537.1,5.93,7.36,0,102,61.89,50.21,433,3,0,1,0,1,0,61.89,-1,26883,192.168.7.94,10.0.2.36,DDoS
8080,6,2017-07-06 03:27:22.038260,743229,36,0,8998,0,249.94,31.77,75.15,22.05,12106.53,48.44,20645.26,23103.77,75,290,249.94,99.93,2,72,1,47,2,0,0,249.94,29200,235,192.168.15.129,10.0.3.221,DoS
21,17,2017-07-05 21:04:34.229058,477752,3,14,297,2230,98.93,41.25,159.27,48.17,5288.34,35.58,28103.09,16337.02,99,199,148.62,35.07,2,7,1,9,1,0,5,148.62,65535,26883,192.168.8.239,10.0.4.171,BruteForce
443,6,2017-07-06 06:03:27.674593,1,21,15,0,7475,0.0,0.0,498.31,245.68,7474628778.61,36000000.0,0.03,0.04,0,538,207.63,252.98,3,28,2,8,1,1,1,207.63,1024,235,192.168.9.99,10.0.4.157,BENIGN
